Arcus Odyssey (Japan).md	1048576	41C5FB4F	607DE52681638C39C080966B3C7D7F51
Arcus Odyssey (USA).md	1048576	BC4D9B20	0CB745C9304423250A418552BC871E64
Ariel the Little Mermaid (USA, Europe).md	524288	58E297DF	4916ADE6B213B1F56864239DB56FEF0D
Arnold Palmer Tournament Golf (USA, Europe).md	524288	35B995EF	C77D184D22C4E6A5A365E99A0721AEBB
Arrow Flash (Japan, Europe).md	524288	D49F8444	CC6C03DEF1E6CA137EE4814D4920FA7D
Arrow Flash (USA, Europe).md	524288	4D89E66B	7F8F0A581158A00B6799204C9AFE646B
Art Alive (World).md	131072	F1B72CDD	A53F365FB6997A537DFF807344995C51
Art of Fighting (Europe).md	2097152	9970C422	E81C004B80D1B39690ECF301DC24E0DC
Art of Fighting (USA).md	2097152	C9A57E07	3B878B854302596CB197602878D0CF07
Asterix and the Great Rescue (Europe) (En,Fr,De,Es,It).md	2097152	4735FEE6	9AAD38CFE5A2DF30A85D8F9DE1138BF4
Asterix and the Great Rescue (USA).md	2097152	7F112CD8	B93B38D6B5B2280BED4797C882B7AB3B
Asterix and the Power of the Gods (Europe) (Beta).md	2097152	45C8B5B7	738885D494F40DE7B09A7BD8903533E1
Asterix and the Power of the Gods (Europe) (En,Fr,De,Es).md	2097152	4FF1D83F	02C6BF2683853E435F146FF2D65B212F
Atomic Robo-Kid (Japan).md	524288	E833067E	DDF044117B485DD51119CCBFF1269953
Atomic Robo-Kid (USA).md	524288	7CD8169E	1742442F5472EB25BF202E85C481C50E
Atomic Runner (Europe).md	1048576	B3C05418	B953AB20D7BD508BD15D369339C67256
Atomic Runner (USA).md	1048576	0677C210	6DDF32102F20C6F91B0D97BB5DA5CAAD
Australian Rugby League (Europe).md	2097152	AC5BC26A	29D948108A1C768C20AF6796AB9FFC47
Awesome Possum Kicks Dr Machino's Butt! (USA) (Beta).md	2097152	0158DC53	3D2E30DC3065AC1F2C7FCB3F03440091
Awesome Possum... ...Kicks Dr. Machino's Butt (Japan) (En).md	2097152	8C64445E	34C5206F16D805873CEA0907CD1D5913
Awesome Possum... ...Kicks Dr. Machino's Butt (USA).md	2097152	1F07577F	3AD4FFC5046A21B6A7D7F5589C39DD76
Aworg (Japan) (SegaNet).md	262144	069C27C1	69D0AA0D80988706215E015386A11FB4
Ayrton Senna's Super Monaco GP II (Japan, Europe) (En,Ja).md	1048576	60AF0F76	7C31D87425E486B54EE972F7525E6C34
Ayrton Senna's Super Monaco GP II (USA) (En,Ja).md	1048576	EAC8DED6	FAD33D8300F3AF2E1C81D74E2F37B688
B.O.B. (USA) (Beta).md	1048576	E3E8421E	AC007195A983CF2C8057F144E3C58206
B.O.B. (USA, Europe).md	1048576	EAA2ACB7	6DD99077AE4E896155A88363B0649080
Baby's Day Out (USA) (Proto) (Earlier).md	1048576	459B891C	1412B2EE0DCC0CD191EDF1CC3C3631F6
Baby's Day Out (USA) (Proto).md	1048576	B2E7CC49	4414423F27EFD460B578833A270EE04C
Back to the Future Part III (Europe).md	524288	2737F92E	412167642219D26FFC5994D07E31C561
Back to the Future Part III (USA).md	524288	66A388C3	165288C22589EF8C1A41E31215B52C34
Bad Omen (Japan, Korea).md	524288	975693CE	81B14012E083985135CA8F1420074D0E
Bahamut Senki (Japan).md	524288	B1E268DA	E67C277CC6CBC821C3E0C1898A635DAF
Ball Jacks (Japan, Europe).md	262144	F5C3C54F	4E1DEA42312F072440322DA246E8BBDF
Ballz 3D - Fighting at Its Ballziest ~ Ballz 3D - The Battle of the Ballz (USA, Europe).md	2097152	B362B705	339A8C9A96FCDEDB2922B04BCC34F0D2
Barbie Super Model (USA) (Beta).md	1048576	D4823175	EC12D3CC11DAAAB593C0A24595E5A078
Barbie Super Model (USA).md	1048576	81C9662B	57705B055973733E8B9C25373A80F28C
Barbie Vacation Adventure (USA) (Proto).md	1048576	10E0BA69	8BEFAEE319DB7AA82CE1635184084D4C
Bare Knuckle - Ikari no Tetsuken ~ Streets of Rage (World) (Rev A).md	524288	4052E845	59A3B22A1899461DCEBA50D1ADE88D3A
